program_id,university_name,university_type,partnership_status,partner_name,country,city,world_ranking,program_name,field_of_study,specialization,course_duration_months,min_gpa,min_percentage,last_education_required,work_experience_required,min_work_experience_years,specific_background_required,english_test_required,ielts_overall,toefl_overall,pte_overall,duolingo_overall,moi_accepted,gre_required,gmat_required,tuition_fee_usd,tuition_fee_eur,application_fee_eur,scholarships_available,scholarship_details,scholarship_amount_max,living_cost_estimate_eur,intake_spring,intake_summer,intake_fall,intake_winter,fall_deadline,visa_success_rate,job_placement_rate,post_study_work_visa,university_website,program_website,,,,
PROG330,École Ducasse,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Culinary Arts (English Track),Culinary Arts,International Culinary Techniques,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,14800,13670,200,Yes,Merit & Transfer Scholarship,up to 20%,12000,Yes,No,Yes,No,06/30,92,89,2 years,https://www.ecoleducasse.com/en,https://www.ecoleducasse.com/en/programs/bachelor-culinary-arts,,,,
PROG331,École Ducasse,Private,Partnered,Edugo,France,Paris,1001,Bachelor in French Pastry Arts (English Track),Pastry Arts,Advanced Pastry Techniques,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,14800,13670,200,Yes,Excellence & Need-Based Scholarship,up to 15%,12000,Yes,No,Yes,No,06/30,92,89,2 years,https://www.ecoleducasse.com/en,https://www.ecoleducasse.com/en/programs/bachelor-french-pastry-arts,,,,
PROG332,École Ducasse,Private,Partnered,Edugo,France,Paris,1001,MSc in Culinary Arts & Entrepreneurship,Culinary Arts,Culinary Business Management,18,3.0,70,Bachelor's,No,0,Culinary background,Yes,6.5,80,58,105,Yes,No,No,15700,14500,200,Yes,Merit & Fulbright Scholarship,up to 20%,12000,No,No,Yes,No,06/30,92,89,2 years,https://www.ecoleducasse.com/en,https://www.ecoleducasse.com/en/programs/msc-culinary-arts-entrepreneurship,,,,
PROG333,École Ducasse,Private,Partnered,Edugo,France,Paris,1001,Intensive Diploma in French Culinary Arts,Culinary Arts,Professional French Cuisine,9,3.0,70,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,22000,20300,200,Yes,Talent & Partnership Scholarship,up to 10%,12000,Yes,Yes,Yes,No,06/30,92,89,2 years,https://www.ecoleducasse.com/en,https://www.ecoleducasse.com/en/programs/intensive-french-culinary-arts,,,,
PROG334,École Ducasse,Private,Partnered,Edugo,France,Paris,1001,Certificate in Pastry Arts Fundamentals,Pastry Arts,Basic Pastry Skills,3,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,6000,5550,200,Yes,Early Bird & Merit Grant,up to 1000,12000,Yes,Yes,Yes,No,06/30,92,89,2 years,https://www.ecoleducasse.com/en,https://www.ecoleducasse.com/en/programs/certificate-pastry-fundamentals,,,,
PROG335,On Campus Kedge Business School,Private,Partnered,Edugo,France,Paris,51-75,Bachelor in Management (English Track),Business Administration,International Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,11900,11000,100,Yes,Merit & Early Bird Scholarship,up to 10%,12000,Yes,No,Yes,No,06/30,94,92,2 years,https://oncampus.kedge.edu/en/,https://oncampus.kedge.edu/en/programs/bachelor-management/,,,,
PROG336,On Campus Kedge Business School,Private,Partnered,Edugo,France,Paris,51-75,MSc in International Business (Pathway),Business Administration,Global Business Strategy,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,18900,17500,100,Yes,Excellence & Pathway Scholarship,up to 6000,12000,No,No,Yes,No,06/30,94,92,2 years,https://oncampus.kedge.edu/en/,https://oncampus.kedge.edu/en/programs/msc-international-business/,,,,
PROG337,On Campus Kedge Business School,Private,Partnered,Edugo,France,Paris,51-75,Foundation Year in Business (English),Business Administration,Business Fundamentals,12,2.8,65,High School Diploma,No,0,Any background,Yes,5.5,65,46,90,Yes,No,No,9900,9150,100,Yes,Merit & International Grant,up to 2000,12000,Yes,No,Yes,No,07/15,94,92,2 years,https://oncampus.kedge.edu/en/,https://oncampus.kedge.edu/en/programs/foundation-business/,,,,
PROG338,On Campus Kedge Business School,Private,Partnered,Edugo,France,Paris,51-75,Pre-Master in Management,Business Administration,Advanced Management Prep,6,3.0,70,Bachelor's,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,9500,8800,100,Yes,Early Bird & Merit Scholarship,up to 1000,12000,Yes,No,Yes,No,06/30,94,92,2 years,https://oncampus.kedge.edu/en/,https://oncampus.kedge.edu/en/programs/pre-master-management/,,,,
PROG339,On Campus Kedge Business School,Private,Partnered,Edugo,France,Paris,51-75,Summer School in Digital Marketing,Marketing,Digital Strategy Intensive,2,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,2500,2300,100,Yes,Merit & Early Application Grant,up to 500,12000,Yes,Yes,No,No,05/15,94,92,2 years,https://oncampus.kedge.edu/en/,https://oncampus.kedge.edu/en/programs/summer-digital-marketing/,,,,
PROG340,On Campus - LISAA (L’Institut Supérieur des Arts Appliqués),Private,Partnered,Edugo,France,Paris,1001,Bachelor in Fashion Design & Business (English Track),Fashion Design,Fashion Design & Pattern Making,36,2.8,65,High School Diploma,No,0,Art/Design portfolio required,Yes,6.0,72,50,100,Yes,No,No,12900,11900,100,Yes,Portfolio & Merit Scholarship up to 40%,5000,13000,Yes,No,Yes,No,06/30,87,84,2 years,https://www.lisaa.com/en/,https://oncampus.global/programmes/lisaa-paris,,,,
PROG341,On Campus - LISAA (L’Institut Supérieur des Arts Appliqués),Private,Partnered,Edugo,France,Paris,1001,Bachelor in Interior Architecture & Design (English Track),Interior Design,Interior & Spatial Design,36,2.8,65,High School Diploma,No,0,Portfolio required,Yes,6.0,72,50,100,Yes,No,No,12900,11900,100,Yes,Creative Excellence & Portfolio up to 40%,5000,13000,Yes,No,Yes,No,06/30,87,84,2 years,https://www.lisaa.com/en/,https://oncampus.global/programmes/lisaa-paris,,,,
PROG342,On Campus - LISAA (L’Institut Supérieur des Arts Appliqués),Private,Partnered,Edugo,France,Paris,1001,Bachelor in Graphic Design & Digital Media (English Track),Graphic Design,Digital & Motion Design,36,2.8,65,High School Diploma,No,0,Portfolio required,Yes,6.0,72,50,100,Yes,No,No,12900,11900,100,Yes,Merit & Digital Talent up to 35%,4500,13000,Yes,No,Yes,No,06/30,87,84,2 years,https://www.lisaa.com/en/,https://oncampus.global/programmes/lisaa-paris,,,,
PROG343,On Campus - NABA (Nuova Accademia di Belle Arti),Private,Partnered,Edugo,France,Paris,1001,Bachelor in Fashion Design (English Track),Fashion Design,Creative Direction & Styling,36,2.8,65,High School Diploma,No,0,Strong portfolio required,Yes,6.0,72,50,100,Yes,No,No,15900,14700,100,Yes,NABA Scholarship up to 40%,6000,13000,Yes,No,Yes,No,06/15,88,86,2 years,https://www.naba.it/en,https://oncampus.global/programmes/naba-paris,,,,
PROG344,On Campus - NABA (Nuova Accademia di Belle Arti),Private,Partnered,Edugo,France,Paris,1001,Bachelor in Design - Product & Interior (English Track),Design,Product & Interior Design,36,2.8,65,High School Diploma,No,0,Portfolio required,Yes,6.0,72,50,100,Yes,No,No,15900,14700,100,Yes,Excellence & Portfolio up to 40%,6000,13000,Yes,No,Yes,No,06/15,88,86,2 years,https://www.naba.it/en,https://oncampus.global/programmes/naba-paris,,,,
PROG345,On Campus - NABA (Nuova Accademia di Belle Arti),Private,Partnered,Edugo,France,Paris,1001,MA in Fashion & Luxury Brand Management (English),Luxury Management,Fashion & Luxury Strategy,15,3.0,70,Bachelor's,No,0,Fashion or Business + portfolio,Yes,6.5,85,58,110,Yes,No,No,21900,20200,100,Yes,NABA Merit Scholarship up to 30%,6000,13000,No,No,Yes,No,05/31,88,86,2 years,https://www.naba.it/en,https://oncampus.global/programmes/naba-paris,,,,
PROG346,On Campus - Paris School of Business (PSB),Private,Partnered,Edugo,France,Paris,201-250,Bachelor in Management (English Track),Business Administration,International Business,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,10900,10100,80,Yes,Early Bird & Merit up to 30%,3000,12000,Yes,No,Yes,No,07/15,91,88,2 years,https://www.psbedu.paris/en/,https://oncampus.global/programmes/psb-paris,,,,
PROG347,On Campus - Paris School of Business (PSB),Private,Partnered,Edugo,France,Paris,201-250,MSc in International Management,Business Administration,Global Strategy & Leadership,15,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,80,58,105,Yes,No,No,14900,13800,80,Yes,Excellence & Diversity up to 40%,5500,12000,No,No,Yes,No,06/30,91,88,2 years,https://www.psbedu.paris/en/,https://oncampus.global/programmes/psb-paris,,,,
PROG348,On Campus - Paris School of Business (PSB),Private,Partnered,Edugo,France,Paris,201-250,MSc in Luxury & Fashion Management,Luxury Management,Luxury Marketing & Retail,15,3.0,70,Bachelor's,No,0,Luxury or Business,Yes,6.5,80,58,105,Yes,No,No,15900,14700,80,Yes,PSB Luxury Scholarship up to 30%,4500,12000,No,No,Yes,No,06/30,91,88,2 years,https://www.psbedu.paris/en/,https://oncampus.global/programmes/psb-paris,,,,
PROG349,On Campus - Istituto Marangoni Paris,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Fashion Design (English Track),Fashion Design,Fashion Design & Collection,36,2.8,65,High School Diploma,No,0,Portfolio required,Yes,6.0,72,50,100,Yes,No,No,19800,18300,100,Yes,Marangoni Scholarship up to 50%,9000,13000,Yes,No,Yes,No,06/30,88,85,2 years,https://www.istitutomarangoni.com/en/schools/paris,https://oncampus.global/programmes/marangoni-paris,,,,
PROG350,On Campus - Istituto Marangoni Paris,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Fashion Business (English Track),Fashion Business,Fashion Marketing & Communication,36,2.8,65,High School Diploma,No,0,Any background + portfolio,Yes,6.0,72,50,100,Yes,No,No,19800,18300,100,Yes,Merit & Early Bird up to 40%,7500,13000,Yes,No,Yes,No,06/30,88,85,2 years,https://www.istitutomarangoni.com/en/schools/paris,https://oncampus.global/programmes/marangoni-paris,,,,
PROG351,On Campus - Istituto Marangoni Paris,Private,Partnered,Edugo,France,Paris,1001,Master in Fashion Styling & Visual Merchandising (English),Fashion,Styling & Visual Communication,12,3.0,70,Bachelor's,No,0,Fashion or Art + portfolio,Yes,6.5,85,58,110,Yes,No,No,25900,23900,100,Yes,Marangoni Excellence up to 50%,12000,13000,No,No,Yes,No,05/31,88,85,2 years,https://www.istitutomarangoni.com/en/schools/paris,https://oncampus.global/programmes/marangoni-paris,,,,
PROG352,On Campus - Atelier Chardon Savard,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Fashion Design & Styling (English Track),Fashion Design,Creative & Experimental Fashion,36,2.8,65,High School Diploma,No,0,Strong portfolio required,Yes,6.0,72,50,100,Yes,No,No,13900,12850,100,Yes,Atelier Talent Scholarship up to 40%,5500,13000,Yes,No,Yes,No,06/15,86,83,2 years,https://www.atelier-chardon-savard.com/en/,https://oncampus.global/programmes/chardon-savard-paris,,,,
PROG353,On Campus - Atelier Chardon Savard,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Fashion Marketing & Communication (English Track),Fashion Business,Fashion Communication & PR,36,2.8,65,High School Diploma,No,0,Any background + portfolio,Yes,6.0,72,50,100,Yes,No,No,13900,12850,100,Yes,Merit & Digital Talent up to 35%,4500,13000,Yes,No,Yes,No,06/15,86,83,2 years,https://www.atelier-chardon-savard.com/en/,https://oncampus.global/programmes/chardon-savard-paris,,,,
PROG354,On Campus - Atelier Chardon Savard,Private,Partnered,Edugo,France,Paris,1001,Preparatory Year in Fashion Design (English),Fashion Design,Fashion Foundation & Portfolio,12,2.8,65,High School Diploma,No,0,Any background,Yes,5.5,65,46,90,Yes,No,No,9900,9150,100,Yes,Foundation Merit Grant up to 20%,2000,13000,Yes,No,Yes,No,07/31,86,83,2 years,https://www.atelier-chardon-savard.com/en/,https://oncampus.global/programmes/chardon-savard-paris,,,,
PROG355,On Campus - IESA Arts & Culture School,Private,Partnered,Edugo,France,Paris,1001,Foundation Program in Arts Management (English),Arts & Culture,Art History & Cultural Foundations,12,2.8,65,High School Diploma,No,0,Any background,Yes,5.0,65,50,95,Yes,No,No,11900,11000,90,Yes,Merit & Language Improvement Grant,up to 2000,12000,Yes,No,Yes,No,06/30,88,85,2 years,https://www.iesa.edu/,https://www.iesa.edu/paris/foundation-program,,,,
PROG356,On Campus - IESA Arts & Culture School,Private,Partnered,Edugo,France,Paris,1001,Bachelor in Arts Management (English),Arts & Culture,Cultural Management & Production,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,15900,14700,90,Yes,Excellence & International Scholarship,up to 4000,12000,Yes,No,Yes,No,06/30,88,85,2 years,https://www.iesa.edu/,https://www.iesa.edu/paris/bachelor-arts-management,,,,
PROG357,On Campus - IESA Arts & Culture School,Private,Partnered,Edugo,France,Paris,1001,Pre-Master in Arts & Cultural Management,Arts & Culture,Advanced Arts Management Prep,6,3.0,70,Bachelor's,No,0,Arts or Humanities,Yes,5.5,65,46,90,Yes,No,No,9900,9150,90,Yes,Pre-Master Merit Scholarship,up to 1500,12000,Yes,No,Yes,No,06/30,88,85,2 years,https://www.iesa.edu/,https://www.iesa.edu/paris/pre-master-arts-management,,,,
PROG358,On Campus - IESA Arts & Culture School,Private,Partnered,Edugo,France,Paris,1001,MBA in Arts & Cultural Management,Arts & Culture,Cultural Leadership & Events,12,3.0,70,Bachelor's,Yes,2,Arts or Business,Yes,6.5,85,58,110,Yes,No,No,17900,16500,90,Yes,Professional Excellence Scholarship,up to 5000,12000,No,No,Yes,No,06/30,88,85,2 years,https://www.iesa.edu/,https://www.iesa.edu/paris/mba-arts-cultural-management,,,,
PROG359,On Campus - IESA Arts & Culture School,Private,Partnered,Edugo,France,Paris,1001,MBA in Art Market & Expertise,Arts & Culture,Art Valuation & Market,12,3.0,70,Bachelor's,Yes,3,Art History preferred,Yes,6.5,85,58,110,Yes,No,No,17900,16500,90,Yes,Merit & Expertise Scholarship,up to 5000,12000,No,No,Yes,No,06/30,88,85,2 years,https://www.iesa.edu/,https://www.iesa.edu/paris/mba-art-market-expertise,,,,
PROG360,On Campus - IESA Arts & Culture School,Private,Partnered,Edugo,France,Paris,1001,MBA in Luxury & Art Management,Arts & Culture,Luxury Cultural Management,12,3.0,70,Bachelor's,Yes,2,Luxury or Arts,Yes,6.5,85,58,110,Yes,No,No,17900,16500,90,Yes,International Talent Scholarship,up to 5000,12000,No,No,Yes,No,06/30,88,85,2 years,https://www.iesa.edu/,https://www.iesa.edu/paris/mba-luxury-art-management,,,,
PROG361,On Campus - Strate School of Design,Private,Partnered,Edugo,France,Sèvres,1001,Foundation Year in Design (English Track),Design,Design Fundamentals & Portfolio,12,2.8,65,High School Diploma,No,0,Creative background preferred,Yes,5.5,65,46,90,Yes,No,No,11900,11000,100,Yes,Portfolio & Merit Scholarship,up to 3000,12000,Yes,No,Yes,No,07/15,90,88,2 years,https://www.strate.design/en/,https://oncampus.global/programmes/strate-paris,,,,
PROG362,On Campus - Strate School of Design,Private,Partnered,Edugo,France,Sèvres,1001,Bachelor in Transportation Design (English Track),Design,Automotive & Mobility Design,36,2.8,65,High School Diploma,No,0,Portfolio required,Yes,6.0,72,50,100,Yes,No,No,18500,17100,100,Yes,Excellence & Design Talent up to 40%,7000,12000,Yes,No,Yes,No,06/30,90,88,2 years,https://www.strate.design/en/,https://www.strate.design/en/bachelor-transportation-design,,,,
PROG363,On Campus - Strate School of Design,Private,Partnered,Edugo,France,Sèvres,1001,Bachelor in Product Design (English Track),Design,Industrial & Product Design,36,2.8,65,High School Diploma,No,0,Portfolio required,Yes,6.0,72,50,100,Yes,No,No,18500,17100,100,Yes,Merit & Innovation Scholarship,up to 5000,12000,Yes,No,Yes,No,06/30,90,88,2 years,https://www.strate.design/en/,https://www.strate.design/en/bachelor-product-design,,,,
PROG364,On Campus - Strate School of Design,Private,Partnered,Edugo,France,Sèvres,1001,MSc in Product & Service Design Innovation,Design,Innovation & Service Design,18,3.0,70,Bachelor's,No,0,Design or Engineering,Yes,6.5,85,58,110,Yes,No,No,18500,17100,100,Yes,Excellence & Portfolio up to 50%,9000,12000,No,No,Yes,No,06/15,90,88,2 years,https://www.strate.design/en/,https://www.strate.design/en/msc-product-service-design,,,,
PROG365,On Campus - Strate School of Design,Private,Partnered,Edugo,France,Sèvres,1001,MSc in Mobility & Transportation Design,Design,Transportation & Sustainable Mobility,18,3.0,70,Bachelor's,No,0,Design or Engineering,Yes,6.5,85,58,110,Yes,No,No,18500,17100,100,Yes,Merit & Sustainability Scholarship,up to 6000,12000,No,No,Yes,No,06/15,90,88,2 years,https://www.strate.design/en/,https://www.strate.design/en/msc-mobility-design,,,,
PROG366,On Campus - Strate School of Design,Private,Partnered,Edugo,France,Sèvres,1001,MSc in Design for Smart Cities,Design,Urban & Smart Design,18,3.0,70,Bachelor's,No,0,Design or Urban Planning,Yes,6.5,85,58,110,Yes,No,No,18500,17100,100,Yes,Innovation & City Scholarship,up to 5000,12000,No,No,Yes,No,06/15,90,88,2 years,https://www.strate.design/en/,https://www.strate.design/en/msc-design-smart-cities,,,,
PROG367,MBA ESG (Paris School of Business),Private,Partnered,Edugo,France,Paris,251,International MBA (Grande École),Business Administration,Global Management & Strategy,12,3.0,70,Bachelor's,Yes,3,Business or related,Yes,6.5,80,58,105,Yes,No,No,22470,20800,90,Yes,Excellence & Early Bird up to 50%,10000,12000,No,No,Yes,No,06/30,91,88,2 years,https://www.psbedu.paris/en/,https://www.psbedu.paris/en/programs/international-mba,,,,
PROG368,MBA ESG (Paris School of Business),Private,Partnered,Edugo,France,Paris,251,MBA in International Business Development,Business Administration,International Trade & Development,12,3.0,70,Bachelor's,Yes,3,Business preferred,Yes,6.5,80,58,105,Yes,No,No,20900,19300,90,Yes,Merit & Diversity Scholarship,up to 6000,12000,No,No,Yes,No,06/30,91,88,2 years,https://www.psbedu.paris/en/,https://www.psbedu.paris/en/programs/mba-international-business-development,,,,
PROG369,MBA ESG (Paris School of Business),Private,Partnered,Edugo,France,Paris,251,MBA in Luxury & Fashion Management,Marketing,Luxury Brand Management,12,3.0,70,Bachelor's,Yes,3,Luxury or Marketing,Yes,6.5,80,58,105,Yes,No,No,20900,19300,90,Yes,Professional Excellence up to 40%,8000,12000,No,No,Yes,No,06/30,91,88,2 years,https://www.psbedu.paris/en/,https://www.psbedu.paris/en/programs/mba-luxury-fashion-management,,,,
PROG370,MBA ESG (Paris School of Business),Private,Partnered,Edugo,France,Paris,251,MBA in Digital Transformation & Innovation,Business & Digital,Digital Strategy & Tech,12,3.0,70,Bachelor's,Yes,3,Business or IT,Yes,6.5,80,58,105,Yes,No,No,20900,19300,90,Yes,Innovation Merit Scholarship,up to 7000,12000,No,No,Yes,No,06/30,91,88,2 years,https://www.psbedu.paris/en/,https://www.psbedu.paris/en/programs/mba-digital-transformation,,,,
PROG371,AIB Management and Business School,Private,Partnered,Career Mosaic,France,Lyon,1001,Bachelor International Program (BBA International Business),Business Administration,International Business & Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,9900,9150,50,Yes,Merit & International Scholarship,up to 2000,10000,Yes,No,Yes,No,06/30,88,85,2 years,https://aib.education/,https://aib.education/bachelor-international/,,,,
PROG372,AIB Management and Business School,Private,Partnered,Career Mosaic,France,Lyon,1001,Master Business International (MSc International Business),Business Administration,Global Strategy & Trade,24,3.0,70,Bachelor's,No,0,Business preferred,Yes,6.5,80,58,105,Yes,No,No,14900,13800,50,Yes,Excellence & Early Bird Scholarship,up to 3000,10000,No,No,Yes,No,06/30,88,85,2 years,https://aib.education/,https://aib.education/bachelor-international/,,,,
PROG373,AIB Management and Business School,Private,Partnered,Career Mosaic,France,Lyon,1001,MBA International (Global MBA),Business Administration,International Leadership,12,3.0,70,Bachelor's,Yes,2,Business or related,Yes,6.5,80,58,105,Yes,No,No,20900,19300,50,Yes,Professional Merit Scholarship,up to 4000,10000,No,No,Yes,No,06/30,88,85,2 years,https://aib.education/bachelor-international/,https://aib.education/mba-international/,,,,
PROG374,AIB Management and Business School,Private,Partnered,Career Mosaic,France,Lyon,1001,BTS International Commerce et Négociation (BTS ICN English Track),Business Administration,International Trade,24,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,7900,7300,50,Yes,Early Bird & Merit Grant,up to 1000,10000,Yes,No,Yes,No,06/30,88,85,2 years,https://aib.education/,https://aib.education/bachelor-international/,,,,
PROG375,Aura International School of Management,Private,Partnered,Career Mosaic,France,Lyon,1001,BBA International Business Management,Business Administration,International Management,36,2.8,55,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,11000,10100,60,Yes,Merit & Early Bird up to 30%,3000,10000,Yes,No,Yes,No,06/30,87,84,2 years,https://aura-lyon.com/,https://aib.education/bachelor-international/,,,,
PROG376,Aura International School of Management,Private,Partnered,Career Mosaic,France,Lyon,1001,MBA International Business Management,Business Administration,Global Strategy,12,3.0,55,Bachelor's,Yes,2,Business preferred,Yes,6.0,72,50,100,Yes,No,No,11200,10300,60,Yes,Excellence Scholarship up to 50%,5000,10000,No,No,Yes,No,06/30,87,84,2 years,https://aura-lyon.com/,https://aib.education/bachelor-international/,,,,
PROG377,Aura International School of Management,Private,Partnered,Career Mosaic,France,Lyon,1001,MSc International Human Resources Management,Human Resources,Global HR,15,3.0,55,Bachelor's,No,0,Business or HR,Yes,6.0,72,50,100,Yes,No,No,11200,10300,60,Yes,Diversity & Merit Scholarship,up to 3000,10000,No,No,Yes,No,06/30,87,84,2 years,https://aura-lyon.com/,https://aib.education/bachelor-international/,,,,
PROG378,Aura International School of Management,Private,Partnered,Career Mosaic,France,Lyon,1001,MSc International Finance Management,Finance,International Finance,15,3.0,55,Bachelor's,No,0,Finance preferred,Yes,6.0,72,50,100,Yes,No,No,11200,10300,60,Yes,Finance Excellence Scholarship,up to 4000,10000,No,No,Yes,No,06/30,87,84,2 years,https://aura-lyon.com/,https://aib.education/bachelor-international/,,,,
PROG379,Aura International School of Management,Private,Partnered,Career Mosaic,France,Lyon,1001,MSc Digital Marketing,Marketing,Digital Strategy,15,3.0,55,Bachelor's,No,0,Marketing preferred,Yes,6.0,72,50,100,Yes,No,No,11200,10300,60,Yes,Digital Talent Scholarship,up to 3000,10000,No,No,Yes,No,06/30,87,84,2 years,https://aura-lyon.com/,https://aib.education/bachelor-international/,,,,
PROG380,Aura International School of Management,Private,Partnered,Career Mosaic,France,Lyon,1001,EMBA International Hospitality Management,Business Administration,Hospitality Management,12,3.0,55,Bachelor's,Yes,3,Hospitality preferred,Yes,6.0,72,50,100,Yes,No,No,11200,10300,60,Yes,Professional Scholarship up to 20%,2000,10000,No,No,Yes,No,06/30,87,84,2 years,https://aura-lyon.com/,https://aib.education/bachelor-international/,,,,
PROG381,Clermont School of Business,Private,Partnered,Career Mosaic,France,Clermont-Ferrand,201-250,Bachelor in International Management,Business Administration,International Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,80,58,110,Yes,No,No,9900,9200,100,Yes,Excellence up to 50% first year,5000,10000,Yes,No,Yes,No,07/01,93,90,2 years,https://www.clermont-sb.fr/en/,https://aib.education/bachelor-international/,,,,
PROG382,Clermont School of Business,Private,Partnered,Career Mosaic,France,Clermont-Ferrand,201-250,Master in Management (Grande École),Business Administration,General Management & Majors,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,80,58,110,Yes,No,No,14900,13800,100,Yes,Merit up to 50% first year,7000,10000,No,No,Yes,No,07/01,93,90,2 years,https://www.clermont-sb.fr/en/,https://aib.education/bachelor-international/,,,,
PROG383,Clermont School of Business,Private,Partnered,Career Mosaic,France,Clermont-Ferrand,201-250,MSc in International Business & Digital Marketing,Business & Marketing,Global Digital Marketing,12,3.0,70,Bachelor's,No,0,Business preferred,Yes,6.5,80,58,110,Yes,No,No,16900,15600,100,Yes,Early Bird & Merit up to 6000,6000,10000,No,No,Yes,No,07/01,93,90,2 years,https://www.clermont-sb.fr/en/,https://aib.education/bachelor-international/,,,,
PROG384,Clermont School of Business,Private,Partnered,Career Mosaic,France,Clermont-Ferrand,201-250,MSc in Supply Chain Management,Supply Chain,Global Logistics,12,3.0,70,Bachelor's,No,0,Logistics or Business,Yes,6.5,80,58,110,Yes,No,No,16900,15600,100,Yes,Excellence Scholarship up to 5000,5000,10000,No,No,Yes,No,07/01,93,90,2 years,https://www.clermont-sb.fr/en/,https://aib.education/bachelor-international/,,,,
PROG385,Clermont School of Business,Private,Partnered,Career Mosaic,France,Clermont-Ferrand,201-250,MBA in International Management,MBA,Global Leadership,12,3.0,70,Bachelor's,Yes,3,Business preferred,Yes,6.5,90,58,110,Yes,No,No,21900,20200,100,Yes,Executive Merit up to 10000,10000,10000,No,No,Yes,No,07/01,93,90,2 years,https://aib.education/bachelor-international/,https://www.clermont-sb.fr/en/programme/mba-international-management/,,,,
PROG386,College De Paris,Private,Partnered,Career Mosaic,France,Paris,1001,BBA in Culinary Arts and Management (English Track),Hospitality Management,Culinary Arts,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,9900,9170,50,Yes,Merit-based Scholarship,up to 2000,12000,Yes,No,Yes,No,06/30,88,82,2 years,https://www.collegedeparis.com/en/,https://aib.education/bachelor-international/,,,,
PROG387,College De Paris,Private,Partnered,Career Mosaic,France,Paris,1001,BBA in Digital Management of Tourism and Hospitality (English Track),Hospitality Management,Digital Tourism,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,10450,9670,50,Yes,Merit-based Scholarship,up to 2000,12000,Yes,No,Yes,No,06/30,88,82,2 years,https://www.collegedeparis.com/en/,https://aib.education/bachelor-international/,,,,
PROG388,College De Paris,Private,Partnered,Career Mosaic,France,Paris,1001,MBA in Food and Beverage Management (English Track),Business Administration,Food and Beverage,12,3.0,70,Bachelor's,Yes,2,Business or related,Yes,6.5,80,58,105,Yes,No,No,13200,12200,75,Yes,Merit-based Scholarship,up to 3000,12000,No,No,Yes,No,06/30,88,82,2 years,https://www.collegedeparis.com/en/,https://aib.education/bachelor-international/,,,,
PROG389,College De Paris,Private,Partnered,Career Mosaic,France,Paris,1001,MBA in Project Management and Entrepreneurship (English Track),Business Administration,Project Management,12,3.0,70,Bachelor's,Yes,2,Business or related,Yes,6.5,80,58,105,Yes,No,No,13200,12200,75,Yes,Merit-based Scholarship,up to 3000,12000,No,No,Yes,No,06/30,88,82,2 years,https://www.collegedeparis.com/en/,https://aib.education/bachelor-international/,,,,
PROG390,College De Paris,Private,Partnered,Career Mosaic,France,Paris,1001,MSc in International Digital Project Management,Business Administration,Digital Project Management,12,3.0,70,Bachelor's,Yes,2,Business or IT,Yes,6.5,80,58,105,Yes,No,No,13200,12200,75,Yes,Merit-based Scholarship,up to 3000,12000,No,No,Yes,No,06/30,88,82,2 years,https://www.collegedeparis.com/en/,https://aib.education/bachelor-international/,,,,
PROG391,Cy Tech - Graduate Programs,Private,Partnered,Career Mosaic,France,Cergy-Pontoise,501-550,MSc in Business Analytics & Big Data,Data Science,Big Data & Analytics,24,3.0,70,Bachelor's,No,0,Business; Maths or IT,Yes,6.5,85,58,110,Yes,No,No,11500,10600,80,Yes,Excellence Scholarship up to 5000,5000,10000,No,No,Yes,No,06/30,92,88,2 years,https://cytech.cyu.fr/en/,https://aib.education/bachelor-international/,,,,
