"program_id","university_name","university_type","partnership_status","partner_name","country","city","world_ranking","university_website","program_name","degree_level","field_of_study","specialization","course_duration_years","course_duration_months","program_website","min_gpa","min_percentage","last_education_required","work_experience_required","min_work_experience_years","specific_background_required","english_test_required","ielts_overall","ielts_individual","toefl_overall","toefl_individual","pte_overall","duolingo_overall","moi_accepted","moi_conditions","gre_required","min_gre_score","gmat_required","min_gmat_score","other_exams","tuition_fee_eur","tuition_fee_usd","application_fee_eur","scholarships_available","scholarship_details","scholarship_amount_max","living_cost_estimate_eur","intake_spring","intake_summer","intake_fall","intake_winter","spring_deadline","summer_deadline","fall_deadline","winter_deadline","rolling_admissions","language_of_instruction","visa_success_rate","job_placement_rate","internship_opportunities","part_time_work_allowed","post_study_work_visa","program_highlights","notes","admissions_email","application_portal","commission_rate","last_updated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG297","University of Tübingen","Public","Non-Partnered","N/A","Germany","Tübingen","251","https://uni-tuebingen.de","MSc in Neuroscience","Master's","Neuroscience","Neuroscience","2","24","https://uni-tuebingen.de/en/msc-neuroscience","3.0","70","Bachelor's","No","0","Neuroscience background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","10000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","91","87","Yes","Yes","18 months","Brain studies, International, Tübingen research","N/A","admissions@uni-tuebingen.de","https://uni-tuebingen.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG298","University of Tübingen","Public","Non-Partnered","N/A","Germany","Tübingen","251","https://uni-tuebingen.de","MSc in Machine Learning","Master's","Computer Science","Machine Learning","2","24","https://uni-tuebingen.de/en/msc-machine-learning","3.0","70","Bachelor's","No","0","Computer Science background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Merit scholarships","6000","10000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","91","87","Yes","Yes","18 months","AI algorithms, Projects, Free tuition","N/A","admissions@uni-tuebingen.de","https://uni-tuebingen.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG299","Darmstadt University of Technology","Public","Non-Partnered","N/A","Germany","Darmstadt","301","https://www.tu-darmstadt.de","MSc in Autonomous Systems","Master's","Engineering","Autonomous Systems","2","24","https://www.tu-darmstadt.de/en/msc-autonomous-systems","3.0","70","Bachelor's","No","0","Engineering background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","10000","No","No","Yes","No","N/A","N/A","04/15","N/A","No","English","92","88","Yes","Yes","18 months","Robotics focus, Labs, Darmstadt tech","N/A","admissions@tu-darmstadt.de","https://www.tu-darmstadt.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG300","Darmstadt University of Technology","Public","Non-Partnered","N/A","Germany","Darmstadt","301","https://www.tu-darmstadt.de","MSc in Distributed Software Systems","Master's","Computer Science","Distributed Systems","2","24","https://www.tu-darmstadt.de/en/msc-distributed-software","3.0","70","Bachelor's","No","0","Computer Science background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Merit scholarships","5000","10000","No","No","Yes","No","N/A","N/A","04/15","N/A","No","English","92","88","Yes","Yes","18 months",""Cloud computing","Projects","Industry links”","N/A","admissions@tu-darmstadt.de","https://www.tu-darmstadt.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG301","Sorbonne University","Public","Non-Partnered","N/A","France","Paris","38","https://www.sorbonne-universite.fr","MSc in Quantum Information & Technologies","Master's","Physics","Quantum Technologies","2","24","https://www.sorbonne-universite.fr/en/msc-quantum","3.2","75","Bachelor's","No","0","Physics or CS background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Eiffel & Sorbonne scholarships","8000","12000","No","No","Yes","No","N/A","N/A","02/28","N/A","No","English","95","92","Yes","Yes","2 years","Cutting-edge quantum labs","Paris quantum hub","N/A","admissions@sorbonne-universite.fr","https://www.sorbonne-universite.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG302","Sorbonne University","Public","Non-Partnered","N/A","France","Paris","38","https://www.sorbonne-universite.fr","MSc in Artificial Intelligence","Master's","Computer Science","Artificial Intelligence","2","24","https://www.sorbonne-universite.fr/en/msc-ai","3.0","70","Bachelor's","No","0","CS/Math background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Paris AI scholarships","6000","12000","No","No","Yes","No","N/A","N/A","03/15","N/A","No","English","94","90","Yes","Yes","2 years","Deep learning","Research","Industry partners","N/A","admissions@sorbonne-universite.fr","https://www.sorbonne-universite.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG303","ESCP Business School Paris","Private","Partnered","MSM Unify","France","Paris","5","https://escp.eu","MSc in International Business & Sustainability","Master's","Business Administration","Sustainable Management","1.5","18","https://escp.eu/programmes/msc-sustainability","3.5","80","Bachelor's","Yes","1","Any field","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","24500","26950","100","Yes","ESCP Excellence scholarship","12000","15000","No","No","Yes","No","N/A","N/A","02/15","N/A","No","English","96","93","Yes","Yes","18 months","Top-ranked","Multi-campus Europe","Sustainability focus","N/A","admissions@escp.eu","https://escp.eu/apply","15%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG304","ESCP Business School Paris","Private","Partnered","MSM Unify","France","Paris","5","https://escp.eu","MSc in Marketing & Digital Transformation","Master's","Marketing","Digital Marketing","1.5","18","https://escp.eu/programmes/msc-marketing-digital","3.2","75","Bachelor's","No","0","Marketing background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","24500","26950","100","Yes","Merit scholarships","10000","15000","No","No","Yes","No","N/A","N/A","02/15","N/A","No","English","96","93","Yes","Yes","18 months","6 European campuses","Luxury & digital focus","N/A","admissions@escp.eu","https://escp.eu/apply","15%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG305","INSEAD France","Private","Non-Partnered","N/A","France","Fontainebleau","2","https://www.insead.edu","MBA","Master's","Business Administration","General Management","1","12","https://www.insead.edu/master-programmes/mba","4.0","85","Bachelor's","Yes","3","Professional experience","Yes","7.5","7.0","110","24","70","130","Yes","If bachelor's was in English","Yes","320","Yes","700","N/A","105000","115500","500","Yes","INSEAD scholarships up to 50%","50000","20000","No","No","Yes","No","N/A","N/A","01/10","03/15","06/01","09/01","No","English","98","96","Yes","Yes","10 months","#1 global MBA","Multi-campus","Elite network","N/A","admissions@insead.edu","https://www.insead.edu/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG306","HEC Paris","Private","Partnered","MSM Unify","France","Jouy-en-Josas","1","https://www.hec.edu","MSc in International Finance","Master's","Finance","Corporate Finance","1","12","https://www.hec.edu/en/msc-international-finance","3.8","85","Bachelor's","Yes","2","Quantitative background","Yes","7.5","7.0","110","24","70","130","Yes","If bachelor's was in English","Yes","320","Yes","700","N/A","42000","46200","300","Yes","HEC scholarships up to 100%","30000","18000","No","No","Yes","No","N/A","N/A","01/31","N/A","No","English","98","95","Yes","Yes","12 months","#1 in Europe","CFA-aligned","Paris finance hub","N/A","admissions@hec.edu","https://www.hec.edu/apply","15%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG307","ESSEC Business School","Private","Partnered","MSM Unify","France","Cergy","6","https://www.essec.edu","MSc in Data Sciences & Business Analytics","Master's","Computer Science","Data Science & Analytics","1.5","18","https://www.essec.edu/en/program/msc-data-sciences","3.5","80","Bachelor's","No","0","Quantitative background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","39500","43450","150","Yes","ESSEC Excellence scholarship","20000","16000","No","No","Yes","No","N/A","N/A","02/28","N/A","No","English","96","93","Yes","Yes","15 months","Joint with CentraleSupélec","Top analytics program","N/A","admissions@essec.edu","https://www.essec.edu/apply","15%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG308","emlyon business school","Private","Partnered","MSM Unify","France","Lyon","18","https://em-lyon.com","MSc in Digital Marketing & Data Science","Master's","Marketing","Digital Marketing","1.5","18","https://em-lyon.com/en/msc-digital-marketing","3.0","70","Bachelor's","No","0","Marketing or tech background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","29800","32780","100","Yes","emlyon scholarships","12000","14000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","94","90","Yes","Yes","18 months","Lyon + Paris campuses","Startup incubator","N/A","admissions@em-lyon.com","https://em-lyon.com/apply","12%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG309","EDHEC Business School","Private","Partnered","MSM Unify","France","Nice","14","https://www.edhec.edu","MSc in Climate Change & Sustainable Finance","Master's","Finance","Sustainable Finance","1","12","https://www.edhec.edu/en/msc-climate-sustainable-finance","3.2","75","Bachelor's","No","0","Finance background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","34900","38390","120","Yes","EDHEC scholarships","15000","15000","No","No","Yes","No","N/A","N/A","03/15","N/A","No","English","95","92","Yes","Yes","12 months","Nice campus","ESG focus","Bloomberg labs","N/A","admissions@edhec.edu","https://www.edhec.edu/apply","15%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG310","Université Côte d'Azur","Public","Non-Partnered","N/A","France","Nice","351","https://univ-cotedazur.fr","MSc in Marine Resources & Sustainability","Master's","Environmental Science","Marine Sustainability","2","24","https://univ-cotedazur.fr/en/msc-marine-sustainability","3.0","70","Bachelor's","No","0","Marine biology background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","French government scholarships","5000","11000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","85","Yes","Yes","2 years","Mediterranean focus","Field stations","Low tuition","N/A","admissions@univ-cotedazur.fr","https://univ-cotedazur.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG311","Technical University of Munich (TUM)","Public","Non-Partnered","N/A","Germany","Munich","28","https://www.tum.de","MSc in Aerospace","Master's","Engineering","Aerospace Engineering","2","24","https://www.tum.de/en/studies/msc-aerospace","3.0","70","Bachelor's","No","0","Engineering background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD & TUM scholarships","10000","10500","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","94","90","Yes","Yes","2 years","Bavarian aerospace cluster","Free tuition","N/A","admissions@tum.de","https://www.tum.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG312","Technical University of Munich (TUM)","Public","Non-Partnered","N/A","Germany","Munich","28","https://www.tum.de","MSc in Data Engineering & Analytics","Master's","Computer Science","Data Science & Analytics","2","24","https://www.tum.de/en/studies/msc-data-engineering","3.0","70","Bachelor's","No","0","CS/Math background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","TUM Graduate School scholarships","8000","10500","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","94","90","Yes","Yes","2 years","Big data focus","Industry projects","N/A","admissions@tum.de","https://www.tum.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG313","RWTH Aachen University","Public","Non-Partnered","N/A","Germany","Aachen","78","https://www.rwth-aachen.de","MSc in Management & Engineering in Technology","Master's","Engineering","Engineering Management","2","24","https://www.rwth-aachen.de/en/msc-management-engineering","3.0","70","Bachelor's","No","0","Engineering background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","10000","No","No","Yes","No","N/A","N/A","03/01","N/A","No","English","92","88","Yes","Yes","2 years","Top engineering","German industry links","N/A","admissions@rwth-aachen.de","https://www.rwth-aachen.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG314","University of Mannheim","Public","Non-Partnered","N/A","Germany","Mannheim","151","https://www.uni-mannheim.de","MSc in Business Informatics","Master's","Computer Science","Business Informatics","2","24","https://www.uni-mannheim.de/en/msc-business-informatics","3.2","75","Bachelor's","No","0","CS or business background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Mannheim scholarships","6000","9800","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","93","89","Yes","Yes","2 years","Top business school","Free tuition","N/A","admissions@uni-mannheim.de","https://www.uni-mannheim.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG315","Humboldt-Universität zu Berlin","Public","Non-Partnered","N/A","Germany","Berlin","112","https://www.hu-berlin.de","MSc in Global Studies","Master's","Political Science","Global Studies","2","24","https://www.hu-berlin.de/en/msc-global-studies","3.0","70","Bachelor's","No","0","Social sciences background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","10000","No","No","Yes","No","N/A","N/A","04/15","N/A","No","English","91","87","Yes","Yes","2 years","Interdisciplinary","Berlin global hub","N/A","admissions@hu-berlin.de","https://www.hu-berlin.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG316","University of Bonn","Public","Non-Partnered","N/A","Germany","Bonn","89","https://www.uni-bonn.de","MSc in Immunobiology","Master's","Biology","Immunobiology","2","24","https://www.uni-bonn.de/en/msc-immunobiology","3.0","70","Bachelor's","No","0","Biology background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD & Bonn scholarships","9000","9500","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","2 years","Top life sciences","Research focus","N/A","admissions@uni-bonn.de","https://www.uni-bonn.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG317","Université de Strasbourg – EM Strasbourg Business School","Public","Partnered","MSM Unify","France","Strasbourg","351","https://www.em-strasbourg.com","MSc in International & European Business","Master's","Business Administration","International Business","1.5","18","https://www.em-strasbourg.com/en/msc-international-business","3.0","70","Bachelor's","No","0","Business background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","9800","10780","100","Yes","EM Strasbourg scholarships","4000","10000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","90","85","Yes","Yes","18 months","Trilingual city","EU institutions nearby","N/A","admissions@em-strasbourg.com","https://www.em-strasbourg.com/apply","10%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG318","Université de Lorraine – IAE Nancy","Public","Non-Partnered","N/A","France","Nancy","451","https://iae.univ-lorraine.fr","MSc in Supply Chain Management","Master's","Business Administration","Supply Chain Management","1.5","18","https://iae.univ-lorraine.fr/en/msc-supply-chain","3.0","70","Bachelor's","No","0","Logistics background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","4000","4400","80","Yes","Lorraine scholarships","2000","9000","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","90","85","Yes","Yes","18 months","Low tuition","Industry region","N/A","admissions@iae.univ-lorraine.fr","https://iae.univ-lorraine.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG319","Université de Rennes 1","Public","Non-Partnered","N/A","France","Rennes","401","https://www.univ-rennes1.fr","MSc in Cybersecurity","Master's","Computer Science","Cyber Security","2","24","https://www.univ-rennes1.fr/en/msc-cybersecurity","3.0","70","Bachelor's","No","0","IT background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Rennes scholarships","3000","10000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","91","87","Yes","Yes","2 years","Brittany tech cluster","Research labs","N/A","admissions@univ-rennes1.fr","https://www.univ-rennes1.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG320","Université Claude Bernard Lyon 1","Public","Non-Partnered","N/A","France","Lyon","251","https://www.univ-lyon1.fr","MSc in Oncology","Master's","Medicine","Oncology","2","24","https://www.univ-lyon1.fr/en/msc-oncology","3.2","75","Bachelor's","No","0","Biomed background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Lyon 1 scholarships","4000","11000","No","No","Yes","No","N/A","N/A","04/30","N/A","No","English","92","88","Yes","Yes","2 years","Cancer research center","Hospitals nearby","N/A","admissions@univ-lyon1.fr","https://www.univ-lyon1.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG351","SKEMA Business School – Paris Campus","Private","Partnered","MSM Unify","France","Paris","20","https://www.skema.edu","MSc in Luxury & Fashion Management","Master's","Business Administration","Luxury Management","1.5","18","https://www.skema.edu/programmes/msc-luxury-fashion-management","3.0","70","Bachelor's","No","0","Fashion or business background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","28900","31790","120","Yes","Excellence scholarship up to 50%","14450","14000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","94","90","Yes","Yes","18 months","Paris fashion capital","LVMH partnerships","N/A","admissions@skema.edu","https://www.skema.edu/apply","15%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG352","SKEMA Business School – Sophia Antipolis","Private","Partnered","MSM Unify","France","Nice","20","https://www.skema.edu","MSc in Financial Markets & Investments","Master's","Finance","Financial Markets","1.5","18","https://www.skema.edu/programmes/msc-financial-markets","3.2","75","Bachelor's","No","0","Finance background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","28900","31790","120","Yes","Merit scholarships","10000","14000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","94","90","Yes","Yes","18 months","Bloomberg labs","Riviera campus","N/A","admissions@skema.edu","https://www.skema.edu/apply","15%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG353","IESEG School of Management – Paris & Lille","Private","Partnered","MSM Unify","France","Paris","32","https://www.ieseg.fr","MSc in International Business Negotiation","Master's","Business Administration","International Negotiation","1","12","https://www.ieseg.fr/en/msc-international-business-negotiation","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","18900","20790","100","Yes","Diversity scholarship","9000","12000","No","No","Yes","No","N/A","N/A","04/30","N/A","No","English","92","88","Yes","Yes","12 months","Top French business school","Multicultural","N/A","admissions@ieseg.fr","https://www.ieseg.fr/apply","12%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG354","IESEG School of Management – Paris & Lille","Private","Partnered","MSM Unify","France","Lille","32","https://www.ieseg.fr","MSc in Digital Marketing & CRM","Master's","Marketing","Digital Marketing","1","12","https://www.ieseg.fr/en/msc-digital-marketing","3.0","70","Bachelor's","No","0","Marketing background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","18900","20790","100","Yes","Merit scholarship","7000","12000","No","No","Yes","No","N/A","N/A","04/30","N/A","No","English","92","88","Yes","Yes","12 months","Google & Salesforce partners","N/A","admissions@ieseg.fr","https://www.ieseg.fr/apply","12%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG355","Audencia Business School","Private","Partnered","MSM Unify","France","Nantes","40","https://www.audencia.com","MSc in Management & Entrepreneurship in the Creative Economy","Master's","Business Administration","Creative Industries","1","12","https://www.audencia.com/en/msc-creative-economy","3.0","70","Bachelor's","No","0","Creative background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","23500","25850","100","Yes","Audencia Excellence","10000","13000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","93","89","Yes","Yes","12 months","Nantes creative hub","Media & arts focus","N/A","admissions@audencia.com","https://www.audencia.com/apply","12%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG356","Toulouse Business School (TBS)","Private","Partnered","MSM Unify","France","Toulouse","55","https://www.tbs-education.com","MSc in Artificial Intelligence & Business Analytics","Master's","Computer Science","Business Analytics","1.5","18","https://www.tbs-education.com/en/msc-ai-business-analytics","3.2","75","Bachelor's","No","0","Quantitative background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","21900","24090","100","Yes","TBS Talent scholarship","10000","12000","No","No","Yes","No","N/A","N/A","04/15","N/A","No","English","94","90","Yes","Yes","18 months","Aerospace city","Airbus partnerships","N/A","admissions@tbs-education.com","https://www.tbs-education.com/apply","10%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG357","Université Paris-Dauphine – PSL","Public","Non-Partnered","N/A","France","Paris","150","https://dauphine.psl.eu","MSc in Quantitative Finance","Master's","Finance","Quantitative Finance","2","24","https://dauphine.psl.eu/en/msc-quantitative-finance","3.5","80","Bachelor's","No","0","Math/Finance background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","80","Yes","Dauphine Excellence scholarship","5000","13000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","96","93","Yes","Yes","2 years","Top French quant program","Low tuition","N/A","admissions@dauphine.psl.eu","https://dauphine.psl.eu/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG358","CentraleSupélec – Paris Saclay","Public","Non-Partnered","N/A","France","Gif-sur-Yvette","100","https://www.centralesupelec.fr","MSc in Artificial Intelligence","Master's","Computer Science","Artificial Intelligence","2","24","https://www.centralesupelec.fr/en/msc-ai","3.2","75","Bachelor's","No","0","CS/Math background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","601","661","60","Yes","Eiffel scholarship","10000","14000","No","No","Yes","No","N/A","N/A","02/28","N/A","No","English","96","93","Yes","Yes","2 years","Top engineering school","Paris-Saclay cluster","N/A","admissions@centralesupelec.fr","https://www.centralesupelec.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG359","Université de Technologie de Compiègne (UTC)","Public","Non-Partnered","N/A","France","Compiègne","501","https://www.utc.fr","MSc in Innovation Management","Master's","Business Administration","Innovation Management","2","24","https://www.utc.fr/en/msc-innovation-management","3.0","70","Bachelor's","No","0","Engineering or business","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","250","275","50","Yes","UTC scholarships","3000","10000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","85","Yes","Yes","2 years","Strong industry ties","Low cost","N/A","admissions@utc.fr","https://www.utc.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG360","Université de Poitiers","Public","Non-Partnered","N/A","France","Poitiers","551","https://www.univ-poitiers.fr","MSc in International Business Law","Master's","Law","International Business Law","2","24","https://www.univ-poitiers.fr/en/msc-international-business-law","3.0","70","Bachelor's","No","0","Law background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Region scholarships","2000","9000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","90","85","Yes","Yes","2 years","Affordable","Central France","N/A","admissions@univ-poitiers.fr","https://www.univ-poitiers.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG361","Ludwig-Maximilians-Universität München (LMU)","Public","Non-Partnered","N/A","Germany","Munich","32","https://www.lmu.de","MSc in Astrophysics","Master's","Physics","Astrophysics","2","24","https://www.lmu.de/en/msc-astrophysics","3.0","70","Bachelor's","No","0","Physics background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","10500","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","93","89","Yes","Yes","2 years","ESO & Max Planck partnerships","N/A","admissions@lmu.de","https://www.lmu.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
